year,region,industry,subsector_letter,info_type,data
1998,Scotland,Financial Services,L,Average Total Weekly Hours,433962.93215454335
1998,Scotland,Professional and Business Services,M,Average Total Weekly Hours,4143918.353414509
1998,Scotland,Professional and Business Services,N,Average Total Weekly Hours,3771512.4128196416
1998,Scotland,Public Aadmin and Defence,O,Average Total Weekly Hours,4973712.613646075
1998,Scotland,Education and Health,P,Average Total Weekly Hours,4562826.279014422
1998,Scotland,Education and Health,Q,Average Total Weekly Hours,7436445.373378182
1998,Scotland,Leisure and Entertainment,R,Average Total Weekly Hours,1618002.0389255947
1998,Scotland,Other Services,S and T,Average Total Weekly Hours,1651508.2008090443
1999,Scotland,All Industries,All Industries,Average Total Weekly Hours,75109508.61003372
1999,Scotland,Natural Resources and Utilities,"A, B, D, and E",Average Total Weekly Hours,4118407.9199932273
1999,Scotland,Manufacturing,C,Average Total Weekly Hours,11001230.771479854
1999,Scotland,Construction,F,Average Total Weekly Hours,6539970.447400268
1999,Scotland,Trade,G,Average Total Weekly Hours,11202158.330396097
1999,Scotland,Transport,H,Average Total Weekly Hours,4325175.316855373
1999,Scotland,Leisure and Entertainment,I,Average Total Weekly Hours,4236741.81981628
1999,Scotland,Telecoms,J,Average Total Weekly Hours,1805965.9070276348
1999,Scotland,Financial Services,K,Average Total Weekly Hours,2877539.9554696623
1999,Scotland,Financial Services,L,Average Total Weekly Hours,469062.6908998618
1999,Scotland,Professional and Business Services,M,Average Total Weekly Hours,4304449.4089138005
1999,Scotland,Professional and Business Services,N,Average Total Weekly Hours,3861168.627543018
1999,Scotland,Public Aadmin and Defence,O,Average Total Weekly Hours,5309031.307335392
1999,Scotland,Education and Health,P,Average Total Weekly Hours,4188739.436011575
1999,Scotland,Education and Health,Q,Average Total Weekly Hours,7644788.412705755
1999,Scotland,Leisure and Entertainment,R,Average Total Weekly Hours,1545779.4061194074
1999,Scotland,Other Services,S and T,Average Total Weekly Hours,1679298.8520665192
2000,Scotland,All Industries,All Industries,Average Total Weekly Hours,75169708.1338056
2000,Scotland,Natural Resources and Utilities,"A, B, D, and E",Average Total Weekly Hours,4265360.402565727
2000,Scotland,Manufacturing,C,Average Total Weekly Hours,10620803.847099546
2000,Scotland,Construction,F,Average Total Weekly Hours,6782843.059374889
2000,Scotland,Trade,G,Average Total Weekly Hours,10714613.829552785
2000,Scotland,Transport,H,Average Total Weekly Hours,4097747.526618206
2000,Scotland,Leisure and Entertainment,I,Average Total Weekly Hours,4707451.641927088
2000,Scotland,Telecoms,J,Average Total Weekly Hours,2001438.1564096157
2000,Scotland,Financial Services,K,Average Total Weekly Hours,2875847.251359384
2000,Scotland,Financial Services,L,Average Total Weekly Hours,491672.1370077553
2000,Scotland,Professional and Business Services,M,Average Total Weekly Hours,4397092.048547592
2000,Scotland,Professional and Business Services,N,Average Total Weekly Hours,3992048.601318336
2000,Scotland,Public Aadmin and Defence,O,Average Total Weekly Hours,5286355.491885195
2000,Scotland,Education and Health,P,Average Total Weekly Hours,4366599.504637824
2000,Scotland,Education and Health,Q,Average Total Weekly Hours,7389861.15108616
2000,Scotland,Leisure and Entertainment,R,Average Total Weekly Hours,1537556.9375978017
2000,Scotland,Other Services,S and T,Average Total Weekly Hours,1642416.546817709
2001,Scotland,All Industries,All Industries,Average Total Weekly Hours,77716487.6578634
2001,Scotland,Natural Resources and Utilities,"A, B, D, and E",Average Total Weekly Hours,4002745.544079507
2001,Scotland,Manufacturing,C,Average Total Weekly Hours,10187494.580334693
2001,Scotland,Construction,F,Average Total Weekly Hours,6391368.961516898
2001,Scotland,Trade,G,Average Total Weekly Hours,11695973.855926618
2001,Scotland,Transport,H,Average Total Weekly Hours,4246608.419521229
2001,Scotland,Leisure and Entertainment,I,Average Total Weekly Hours,4535292.481327466
2001,Scotland,Telecoms,J,Average Total Weekly Hours,2081581.2433269573
2001,Scotland,Financial Services,K,Average Total Weekly Hours,2954752.348297965
2001,Scotland,Financial Services,L,Average Total Weekly Hours,564438.8466965143
2001,Scotland,Professional and Business Services,M,Average Total Weekly Hours,4592715.408027122
2001,Scotland,Professional and Business Services,N,Average Total Weekly Hours,4442347.805138334
2001,Scotland,Public Aadmin and Defence,O,Average Total Weekly Hours,5342263.623824665
2001,Scotland,Education and Health,P,Average Total Weekly Hours,5003144.731566042
2001,Scotland,Education and Health,Q,Average Total Weekly Hours,8040682.765521461
2001,Scotland,Leisure and Entertainment,R,Average Total Weekly Hours,1752395.291256845
2001,Scotland,Other Services,S and T,Average Total Weekly Hours,1882681.7515010869
2002,Scotland,All Industries,All Industries,Average Total Weekly Hours,76858174.44430214
2002,Scotland,Natural Resources and Utilities,"A, B, D, and E",Average Total Weekly Hours,3832906.714945827
2002,Scotland,Manufacturing,C,Average Total Weekly Hours,9392177.746365735
2002,Scotland,Construction,F,Average Total Weekly Hours,6078793.019726539
2002,Scotland,Trade,G,Average Total Weekly Hours,11809423.174437309
2002,Scotland,Transport,H,Average Total Weekly Hours,4327667.75125083
2002,Scotland,Leisure and Entertainment,I,Average Total Weekly Hours,4415736.357815642
2002,Scotland,Telecoms,J,Average Total Weekly Hours,2236080.3162462534
2002,Scotland,Financial Services,K,Average Total Weekly Hours,3244104.509167351
2002,Scotland,Financial Services,L,Average Total Weekly Hours,547513.2116122798
2002,Scotland,Professional and Business Services,M,Average Total Weekly Hours,4416118.365808491
2002,Scotland,Professional and Business Services,N,Average Total Weekly Hours,4147868.353410038
2002,Scotland,Public Aadmin and Defence,O,Average Total Weekly Hours,5175708.717200842
2002,Scotland,Education and Health,P,Average Total Weekly Hours,5176030.62506412
2002,Scotland,Education and Health,Q,Average Total Weekly Hours,8357358.119538682
2002,Scotland,Leisure and Entertainment,R,Average Total Weekly Hours,1612304.1930204453
2002,Scotland,Other Services,S and T,Average Total Weekly Hours,2088383.2686917712
2003,Scotland,All Industries,All Industries,Average Total Weekly Hours,76671795.88959841
2003,Scotland,Natural Resources and Utilities,"A, B, D, and E",Average Total Weekly Hours,3990124.3259300296
2003,Scotland,Manufacturing,C,Average Total Weekly Hours,8647940.631258436
2003,Scotland,Construction,F,Average Total Weekly Hours,6403233.875148068
2003,Scotland,Trade,G,Average Total Weekly Hours,11186440.742747854
2003,Scotland,Transport,H,Average Total Weekly Hours,4172744.769241752
2003,Scotland,Leisure and Entertainment,I,Average Total Weekly Hours,4814651.721399687
2003,Scotland,Telecoms,J,Average Total Weekly Hours,2174105.053968546
2003,Scotland,Financial Services,K,Average Total Weekly Hours,3289150.739651858
2003,Scotland,Financial Services,L,Average Total Weekly Hours,650237.462217144
2003,Scotland,Professional and Business Services,M,Average Total Weekly Hours,4555229.972316056
2003,Scotland,Professional and Business Services,N,Average Total Weekly Hours,4232354.068233188
2003,Scotland,Public Aadmin and Defence,O,Average Total Weekly Hours,5406490.82533616
2003,Scotland,Education and Health,P,Average Total Weekly Hours,5171165.066601954
2003,Scotland,Education and Health,Q,Average Total Weekly Hours,8229926.365014275
2003,Scotland,Leisure and Entertainment,R,Average Total Weekly Hours,1668608.589973302
2003,Scotland,Other Services,S and T,Average Total Weekly Hours,2079391.6805600952
2004,Scotland,All Industries,All Industries,Average Total Weekly Hours,75916133.38678622
2004,Scotland,Natural Resources and Utilities,"A, B, D, and E",Average Total Weekly Hours,3839671.355825774
2004,Scotland,Manufacturing,C,Average Total Weekly Hours,7982118.39485716
2004,Scotland,Construction,F,Average Total Weekly Hours,6683301.034625926
2004,Scotland,Trade,G,Average Total Weekly Hours,10644196.237570621
2004,Scotland,Transport,H,Average Total Weekly Hours,4176084.0222934256
2004,Scotland,Leisure and Entertainment,I,Average Total Weekly Hours,4997996.069798697
2004,Scotland,Telecoms,J,Average Total Weekly Hours,2159285.897410097
2004,Scotland,Financial Services,K,Average Total Weekly Hours,3224962.597706911
2004,Scotland,Financial Services,L,Average Total Weekly Hours,721458.5303306223
2004,Scotland,Professional and Business Services,M,Average Total Weekly Hours,4738506.123469109
2004,Scotland,Professional and Business Services,N,Average Total Weekly Hours,4299141.325568214
2004,Scotland,Public Aadmin and Defence,O,Average Total Weekly Hours,5036780.4620297
2004,Scotland,Education and Health,P,Average Total Weekly Hours,4948330.154738199
2004,Scotland,Education and Health,Q,Average Total Weekly Hours,8811855.432948578
2004,Scotland,Leisure and Entertainment,R,Average Total Weekly Hours,1659099.3265409896
2004,Scotland,Other Services,S and T,Average Total Weekly Hours,1993346.4210721836
2005,Scotland,All Industries,All Industries,Average Total Weekly Hours,78410620.75113681
2005,Scotland,Natural Resources and Utilities,"A, B, D, and E",Average Total Weekly Hours,3927800.118690007
2005,Scotland,Manufacturing,C,Average Total Weekly Hours,7667398.646705706
2005,Scotland,Construction,F,Average Total Weekly Hours,6880359.163854862
2005,Scotland,Trade,G,Average Total Weekly Hours,10848750.774889942
2005,Scotland,Transport,H,Average Total Weekly Hours,4178868.150223627
2005,Scotland,Leisure and Entertainment,I,Average Total Weekly Hours,4954921.852285306
2005,Scotland,Telecoms,J,Average Total Weekly Hours,2286646.4760589013
2005,Scotland,Financial Services,K,Average Total Weekly Hours,3472156.978615099
2005,Scotland,Financial Services,L,Average Total Weekly Hours,798193.3748248984
2005,Scotland,Professional and Business Services,M,Average Total Weekly Hours,5014497.470251118
2005,Scotland,Professional and Business Services,N,Average Total Weekly Hours,4590942.333030174
2005,Scotland,Public Aadmin and Defence,O,Average Total Weekly Hours,5337380.065278871
2005,Scotland,Education and Health,P,Average Total Weekly Hours,5148083.2281007
2005,Scotland,Education and Health,Q,Average Total Weekly Hours,9592330.072051328
2005,Scotland,Leisure and Entertainment,R,Average Total Weekly Hours,1695382.1655739704
2005,Scotland,Other Services,S and T,Average Total Weekly Hours,2016909.8807022944
2006,Scotland,All Industries,All Industries,Average Total Weekly Hours,80135125.27916262
2006,Scotland,Natural Resources and Utilities,"A, B, D, and E",Average Total Weekly Hours,4084789.489460969
2006,Scotland,Manufacturing,C,Average Total Weekly Hours,7829709.921037433
2006,Scotland,Construction,F,Average Total Weekly Hours,6889400.911330623
2006,Scotland,Trade,G,Average Total Weekly Hours,10951959.02746029
2006,Scotland,Transport,H,Average Total Weekly Hours,4075704.0008557937
2006,Scotland,Leisure and Entertainment,I,Average Total Weekly Hours,5184542.676524658
2006,Scotland,Telecoms,J,Average Total Weekly Hours,2316166.997459066
2006,Scotland,Financial Services,K,Average Total Weekly Hours,3276260.4555918872
2006,Scotland,Financial Services,L,Average Total Weekly Hours,978423.6594591087
2006,Scotland,Professional and Business Services,M,Average Total Weekly Hours,5205578.604395238
2006,Scotland,Professional and Business Services,N,Average Total Weekly Hours,5009384.6597075295
2006,Scotland,Public Aadmin and Defence,O,Average Total Weekly Hours,5310238.166088866
2006,Scotland,Education and Health,P,Average Total Weekly Hours,5289295.083299467
2006,Scotland,Education and Health,Q,Average Total Weekly Hours,9963949.075716253
2006,Scotland,Leisure and Entertainment,R,Average Total Weekly Hours,1864246.3844047904
2006,Scotland,Other Services,S and T,Average Total Weekly Hours,1905476.1663706442
2007,Scotland,All Industries,All Industries,Average Total Weekly Hours,80891374.33460039
2007,Scotland,Natural Resources and Utilities,"A, B, D, and E",Average Total Weekly Hours,4427547.538361776
2007,Scotland,Manufacturing,C,Average Total Weekly Hours,7751649.408694779
2007,Scotland,Construction,F,Average Total Weekly Hours,7032766.894024942
2007,Scotland,Trade,G,Average Total Weekly Hours,10818623.738393718
2007,Scotland,Transport,H,Average Total Weekly Hours,3947379.611416902
2007,Scotland,Leisure and Entertainment,I,Average Total Weekly Hours,5171717.233816968
2007,Scotland,Telecoms,J,Average Total Weekly Hours,2428201.6742091933
2007,Scotland,Financial Services,K,Average Total Weekly Hours,3110442.4264149396
2007,Scotland,Financial Services,L,Average Total Weekly Hours,980993.0623681404
2007,Scotland,Professional and Business Services,M,Average Total Weekly Hours,5585713.895550018
2007,Scotland,Professional and Business Services,N,Average Total Weekly Hours,5233672.239758676
2007,Scotland,Public Aadmin and Defence,O,Average Total Weekly Hours,5641648.361283335
2007,Scotland,Education and Health,P,Average Total Weekly Hours,5180941.252600001
2007,Scotland,Education and Health,Q,Average Total Weekly Hours,9790677.276780471
2007,Scotland,Leisure and Entertainment,R,Average Total Weekly Hours,1856413.7401777306
2007,Scotland,Other Services,S and T,Average Total Weekly Hours,1932985.9807487915
2008,Scotland,All Industries,All Industries,Average Total Weekly Hours,80820449.27746485
2008,Scotland,Natural Resources and Utilities,"A, B, D, and E",Average Total Weekly Hours,4327801.766878938
2008,Scotland,Manufacturing,C,Average Total Weekly Hours,7373546.133173764
2008,Scotland,Construction,F,Average Total Weekly Hours,7107577.864121503
2008,Scotland,Trade,G,Average Total Weekly Hours,11354911.330056088
2008,Scotland,Transport,H,Average Total Weekly Hours,3990997.343071972
2008,Scotland,Leisure and Entertainment,I,Average Total Weekly Hours,5115114.954963297
2008,Scotland,Telecoms,J,Average Total Weekly Hours,2280664.500393698
2008,Scotland,Financial Services,K,Average Total Weekly Hours,3243493.087309537
2008,Scotland,Financial Services,L,Average Total Weekly Hours,914892.5039066807
2008,Scotland,Professional and Business Services,M,Average Total Weekly Hours,5519122.440159361
2008,Scotland,Professional and Business Services,N,Average Total Weekly Hours,5353204.371652026
2008,Scotland,Public Aadmin and Defence,O,Average Total Weekly Hours,5237549.247629452
2008,Scotland,Education and Health,P,Average Total Weekly Hours,5168681.6800141465
2008,Scotland,Education and Health,Q,Average Total Weekly Hours,10142770.383997861
2008,Scotland,Leisure and Entertainment,R,Average Total Weekly Hours,1835635.3820296084
2008,Scotland,Other Services,S and T,Average Total Weekly Hours,1854486.2881069165
2009,Scotland,All Industries,All Industries,Average Total Weekly Hours,77332536.68661869
2009,Scotland,Natural Resources and Utilities,"A, B, D, and E",Average Total Weekly Hours,4646128.573528318
2009,Scotland,Manufacturing,C,Average Total Weekly Hours,6923262.894444661
2009,Scotland,Construction,F,Average Total Weekly Hours,6501222.546199614
